session_id,participant_id,validation_type,timestamp,calibration_accuracy,glasses,total_duration_ms,total_duration_sec,completed_tasks,total_tasks,completion_rate,avg_task_duration_ms,avg_valence,std_valence,min_valence,max_valence,avg_negative_prob,max_negative_prob,total_samples,emotion_distribution,negative_emotions_ratio,modal_shown_count,modal_closed_count,total_clicks,error_corrections,total_interactions,total_fixations,total_gaze_distance,avg_gaze_speed,fixations_per_second
session_1776670655078_gpsk54t2h,7,inline,1776670655079,44,False,100350,100.35,2,2,1.0,50175.0,0.0009597751831240306,0.01300048205647519,-0.0002903662113411421,0.2103642243480254,1.2600340936743782e-05,0.0008811023911903249,596.0,{'neutral': 596},0.0,6,6,26,0,61,706,199851.2952837331,1762.994515510309,6.228001305586676
session_1776671217783_lzc1ll57k,20,modal,1776671217783,45,False,159079,159.079,2,2,1.0,79539.5,0.0688122973278641,0.27851990304878715,-0.39347232931954607,0.8000000177407224,0.09451966157247406,0.9835775533824744,936.0,"{'neutral': 767, 'happy': 122, 'sad': 47}",0.050213675213675216,9,9,26,3,51,1191,384932.2118259759,2146.418261853248,6.641128155372288
session_1776672292798_i3i2n3ct0,29,inline,1776672292798,53,False,142483,142.483,2,2,1.0,71241.5,-0.003081665143644124,0.024440499810322435,-0.19977777275076963,0.6097047243571289,0.009585846631093591,0.49950572636493007,881.0,"{'neutral': 880, 'happy': 1}",0.0,12,12,38,0,89,1111,310894.56074928737,2031.1011566783654,7.258259455009897
session_1776672840738_x8c1a3j0e,44,modal,1776672840738,56,False,94012,94.012,2,2,1.0,47006.0,0.0938184383292188,0.23314697825545067,-0.27765199361891174,0.7999999999979698,0.009806577369032477,0.7972694179559028,580.0,"{'neutral': 509, 'happy': 69, 'sad': 2}",0.0034482758620689655,3,3,18,2,30,740,106733.39162429117,951.7700025350997,6.598776551158353
session_1776673379204_12jvym1zn,45,inline,1776673379204,50,True,220902,220.902,2,2,1.0,110451.0,-0.03854600033906297,0.11763493996705582,-0.5406827691586159,0.7285053733533844,0.10625892888579225,0.9974108611251289,988.0,"{'neutral': 910, 'sad': 63, 'happy': 11, 'angry': 4}",0.06781376518218624,3,2,39,0,73,1906,342128.98573576787,1446.0166513910249,8.055756315484718
session_1776674026590_8ryvj1rkb,31,inline,1776674026590,48,False,82929,82.929,2,2,1.0,41464.5,-0.006810828155260787,0.03285093448528852,-0.34241832421640805,0.007431834510963137,0.01641523562400992,0.8559248860886761,490.0,"{'neutral': 485, 'sad': 5}",0.01020408163265306,6,5,24,0,52,600,134440.6142732531,1437.1758434256574,6.414025335400075
session_1777270510145_o84hj6n3r,6,modal,1777270510145,44,False,62744,62.744,2,2,1.0,31372.0,-0.009204827607408341,0.03927176521156568,-0.35596474030242864,0.0015305656290678373,0.02271672592112965,0.8966407271383474,336.0,"{'neutral': 331, 'sad': 5}",0.01488095238095238,3,3,17,2,29,395,64049.39712435288,906.9198012595454,5.593078742052872
session_1777270817783_l9d6gxz04,14,modal,1777270817783,36,True,117415,117.415,2,2,1.0,58707.5,0.006063168030645107,0.03756094991312614,-0.4130863800644875,0.6129780382145341,0.0038794429446192867,0.7419383227825165,623.0,"{'neutral': 610, 'surprised': 11, 'sad': 1, 'happy': 1}",0.0016051364365971107,8,8,24,1,46,771,200835.00849899006,1556.1126319055186,5.973873022268367
session_1777271281935_1tg6bg5on,86,modal,1777271281935,36,False,114769,114.769,2,2,1.0,57384.5,-0.0008637250542671557,0.0026808388645012476,-0.04758145314527735,0.013275724259434438,0.0021212661324388335,0.11933307342031507,648.0,{'neutral': 648},0.0,4,4,17,2,31,774,192575.1980452272,1479.810950514675,5.947669727590579
session_1777271742716_uwzjk270y,35,inline,1777271742716,37,True,79241,79.241,2,2,1.0,39620.5,-0.00775690060472077,0.10290743509959051,-0.7655956762127518,0.6606016887858003,0.0321454920463851,0.9999854144688647,346.0,"{'neutral': 335, 'angry': 5, 'happy': 3, 'sad': 2, 'disgusted': 1}",0.023121387283236993,2,1,35,1,76,545,158880.2361950154,1767.5552215004993,6.0631682000734255
session_1777272104051_mjdxhtefx,98,modal,1777272104051,28,False,98765,98.765,2,2,1.0,49382.5,0.3409493893098295,0.3763947178235487,-0.39176477567737045,0.7999999998507857,0.02590321644557522,0.9919449479509694,510.0,"{'neutral': 273, 'happy': 228, 'sad': 9}",0.01764705882352941,10,10,30,4,56,648,180876.39293440068,1718.426260813064,6.156360147068604
session_1777272540173_l7y2p1zg4,36,modal,1777272540173,36,True,121290,121.29,2,2,1.0,60645.0,0.04676665471691559,0.1593153742258572,-0.39814397684074976,0.7998099775159118,0.018402826551961484,0.9954530035955287,659.0,"{'neutral': 621, 'happy': 27, 'sad': 10, 'surprised': 1}",0.015174506828528073,13,13,28,4,63,809,176597.34671674122,1377.6433575431495,6.311043155365557
session_1777273423419_n0m8es41n,30,modal,1777273423419,31,False,120069,120.069,2,2,1.0,60034.5,-0.10727379608295734,0.1555309046085725,-0.6056704196626016,0.7337486828228067,0.27972156344323107,0.9999972452235169,643.0,"{'neutral': 471, 'sad': 166, 'happy': 5, 'angry': 1}",0.25972006220839816,7,6,22,1,41,781,217016.74910376628,1692.336328644803,6.09038094124069
session_1777274219729_tenpfi0wh,68,modal,1777274219729,17,False,109905,109.905,2,2,1.0,54952.5,-0.006055513139080413,0.028993802060172866,-0.3840026710411226,0.004936632526366402,0.01232145589939541,0.9599050303070431,621.0,"{'neutral': 616, 'sad': 5}",0.008051529790660225,4,4,20,2,34,779,193794.17545994592,1645.6147503476948,6.614924764783805
session_1777274574399_6tiw0aoaf,55,inline,1777274574399,34,False,108497,108.497,2,2,1.0,54248.5,-0.025877884190678734,0.051515801055833255,-0.3272315466752154,0.20726272366205192,0.06552330322908548,0.8179680367125499,586.0,"{'neutral': 573, 'sad': 13}",0.02218430034129693,1,0,20,0,44,666,150061.8296493399,1279.026888125633,5.676539526955039
session_1777275058368_lb81ibf6p,4,modal,1777275058368,33,False,122340,122.34,2,2,1.0,61170.0,0.2260852386854969,0.3965694778282769,-0.3806343378309368,0.8000000040103298,0.10550294825092953,0.9528298650074483,649.0,"{'neutral': 386, 'happy': 218, 'sad': 45}",0.06933744221879815,6,6,23,2,41,779,216840.0586571527,1677.367905821377,6.025960363259434
session_1777275430675_vzg5wdnvu,107,modal,1777275430675,35,False,113805,113.805,2,2,1.0,56902.5,0.273722664665318,0.3745946480864694,-0.7027267803081486,0.7999999999999995,0.030674518126166703,0.9682731316587478,627.0,"{'neutral': 390, 'happy': 224, 'sad': 12, 'angry': 1}",0.02073365231259968,8,7,25,3,46,775,222267.71575830138,1794.1165397362224,6.25570075956315
session_1777276065546_8fdxvj8jj,16,modal,1777276065546,21,True,79489,79.489,2,2,1.0,39744.5,0.3112709050046881,0.35518810085528685,-0.1687796283440548,0.8000000020987285,0.003489599561755396,0.5065872799095814,359.0,"{'neutral': 216, 'happy': 140, 'surprised': 2, 'sad': 1}",0.002785515320334262,7,7,19,2,39,569,178424.36741574446,2084.1289952896764,6.646342175654998
session_1777276374641_ldj4h20uu,102,modal,1777276374641,32,False,105216,105.216,2,2,1.0,52608.0,-0.003070719178032031,0.03341428348626048,-0.6358393476337073,0.013949204772234226,0.006476898224745025,0.9869868059322502,571.0,"{'neutral': 568, 'sad': 2, 'angry': 1}",0.005253940455341506,5,5,21,2,38,705,182159.2432216213,1614.114193751407,6.247009410388643
session_1777277063645_tatpywywa,102,modal,1777277063645,48,False,122550,122.55,2,2,1.0,61275.0,-0.0029105325487435844,0.04461017206488783,-0.26607559699433325,0.774856386658456,0.01317974293632647,0.6666100868823097,693.0,"{'neutral': 689, 'happy': 2, 'surprised': 1, 'sad': 1}",0.001443001443001443,5,4,18,2,33,814,213662.3817349621,1635.6052248680423,6.231245024190091
session_1777277493036_b9ewa2qle,13,inline,1777277493036,29,False,90934,90.934,2,2,1.0,45467.0,-0.07288507667664813,0.19234449865805073,-0.43224493279813037,0.7999999987597288,0.24156423990570164,0.9986797299816073,515.0,"{'neutral': 404, 'sad': 95, 'happy': 15, 'angry': 1}",0.18640776699029127,1,0,17,0,43,633,220456.4822461189,2222.993438062729,6.38291436004477
session_1777277915484_qdkvk1ezo,101,inline,1777277915484,32,False,77945,77.945,2,2,1.0,38972.5,0.022880078165682338,0.14534710767224635,-0.546253434297978,0.7999411252057567,0.03122942708986558,0.948757703677984,384.0,"{'neutral': 354, 'happy': 14, 'surprised': 8, 'sad': 7, 'angry': 1}",0.020833333333333332,1,1,14,0,39,459,99334.35250076996,1176.222617590702,5.435040022734809
session_1777278244300_uifvzf6xh,58,modal,1777278244300,46,False,127099,127.099,2,2,1.0,63549.5,-0.05636705729462962,0.11787444995923757,-0.3987699114534843,0.7569208992936516,0.1580460308413165,0.9969467707755398,715.0,"{'neutral': 620, 'sad': 88, 'happy': 7}",0.12307692307692308,7,7,30,4,52,858,187124.66366840678,1406.635072302539,6.449673006088852
session_1777278616951_fjzc7aifm,3,inline,1777278616951,30,False,103698,103.698,2,2,1.0,51849.0,0.058245425234688925,0.21539108492596554,-0.6411461651325225,0.8000000442096737,0.0711272934004157,0.968430264852941,569.0,"{'neutral': 404, 'surprised': 94, 'happy': 44, 'sad': 15, 'fearful': 11, 'angry': 1}",0.04745166959578207,1,0,16,0,40,700,239652.5648785935,2169.645788665214,6.337307730610101
